#gene_symbol	gene_symbol_long	identifier	primary
TPS1	terpene synthase 1	glyma.Wm82.gnm2.ann1.Glyma.03G154400	1
CHI3B1	chlacone isomerase 3B1	glyma.Wm82.gnm2.ann1.Glyma.03G154600	1
TPS2	terpene synthase 2	glyma.Wm82.gnm2.ann1.Glyma.03G154700	1
CYP36	peptidyl-prolyl cis-trans isomerase CYP36	glyma.Wm82.gnm2.ann1.Glyma.03G157900	1
IAA10	Indole-3-Acetic Acid Responsive Gene 10	glyma.Wm82.gnm2.ann1.Glyma.03G158600	1
IAA11	Indole-3-Acetic Acid Responsive Gene 11	glyma.Wm82.gnm2.ann1.Glyma.03G158700	1
WRKY15	WRKY transcription factor 15	glyma.Wm82.gnm2.ann1.Glyma.03G159700	1
LBD14	LBD domain-containing transcription factor	glyma.Wm82.gnm2.ann1.Glyma.03G161400	1
LBD15	LBD domain-containing transcription factor	glyma.Wm82.gnm2.ann1.Glyma.03G161500	1
ERF24	Ethylene-responsive factor gene 24	glyma.Wm82.gnm2.ann1.Glyma.03G162500	1
ERF25	Ethylene-responsive factor gene 25	glyma.Wm82.gnm2.ann1.Glyma.03G162600	1
PHT1-2	inorganic phosphate transporter 1-2	glyma.Wm82.gnm2.ann1.Glyma.03G162800	1
glycinin A2B1a	glycinin A2B1a subunit	glyma.Wm82.gnm2.ann1.Glyma.03G163500	1
Gy2	glycinin subunit G2	glyma.Wm82.gnm2.ann1.Glyma.03G163500	0
NAC155	NAC domain-containing protein 155	glyma.Wm82.gnm2.ann1.Glyma.03G164200	1
PCS1	homo-phytochelatin synthase	glyma.Wm82.gnm2.ann1.Glyma.03G165000	1
PHR9	MYB-CC domain-containing transcription factor PHR9	glyma.Wm82.gnm2.ann1.Glyma.03G166400	1
IAA12	Indole-3-Acetic Acid Responsive Gene 12	glyma.Wm82.gnm2.ann1.Glyma.03G167400	1
PDR12	PDR-like ABC-transporter	glyma.Wm82.gnm2.ann1.Glyma.03G168000	1
MED11-1	Mediator Complex 11 gene 1	glyma.Wm82.gnm2.ann1.Glyma.03G168300	1
MED37-2	Mediator Complex 37 gene 2	glyma.Wm82.gnm2.ann1.Glyma.03G171100	1
CHX1	cation/H(+) antiporter 1	glyma.Wm82.gnm2.ann1.Glyma.03G171600	1
GSTL1	glutathione S-transferase	glyma.Wm82.gnm2.ann1.Glyma.03G176300	1
IQD7	protein IQ-DOMAIN 7	glyma.Wm82.gnm2.ann1.Glyma.03G178200	1
NAC156	NAC Transcription Factor gene 156	glyma.Wm82.gnm2.ann1.Glyma.03G179600	1
PIP2-7	aquaporin PIP2-7	glyma.Wm82.gnm2.ann1.Glyma.03G180900	1
PAL1.3	phenylalanine ammonia-lyase 1	glyma.Wm82.gnm2.ann1.Glyma.03G181600	1
PAL1.2	phenylalanine ammonia-lyase 1	glyma.Wm82.gnm2.ann1.Glyma.03G181700	1
SPCP1	nodulin-26	glyma.Wm82.gnm2.ann1.Glyma.03G185900	1
PPR25	Psudo-Response Regulator gene 25	glyma.Wm82.gnm2.ann1.Glyma.03G189000	1
PGMPM18	35 kDa seed maturation protein	glyma.Wm82.gnm2.ann1.Glyma.03G189200	1
LRK1	leucine-rich repeat receptor-like kinase 1	glyma.Wm82.gnm2.ann1.Glyma.03G189800	1
HDT1	histone deacetylase HDT1-like	glyma.Wm82.gnm2.ann1.Glyma.03G190700	1
HSF-07	heat stress transcription factor 7	glyma.Wm82.gnm2.ann1.Glyma.03G191100	1
GRF3	growth-regulating factor 3	glyma.Wm82.gnm2.ann1.Glyma.03G192200	1
TFL1a	Terminal Flower 1 gene 1	glyma.Wm82.gnm2.ann1.Glyma.03G194700	1
NAC014	NAC Transcription Factor gene 14	glyma.Wm82.gnm2.ann1.Glyma.03G197900	1
CYP13	peptidyl-prolyl cis-trans isomerase CYP13	glyma.Wm82.gnm2.ann1.Glyma.03G198200	1
LEA2-12	late embryogenesis abundant 2 gene 12	glyma.Wm82.gnm2.ann1.Glyma.03G201000	1
LEA2-13	late embryogenesis abundant 2 gene 13	glyma.Wm82.gnm2.ann1.Glyma.03G201100	1
LEA2-14	late embryogenesis abundant 2 gene 14	glyma.Wm82.gnm2.ann1.Glyma.03G201200	1
B13-1-9	syringolide-induced protein B13-1-9	glyma.Wm82.gnm2.ann1.Glyma.03G201300	1
LEA2-15	late embryogenesis abundant 2 gene 15	glyma.Wm82.gnm2.ann1.Glyma.03G201300	0
LEA2-16	late embryogenesis abundant 2 gene 16	glyma.Wm82.gnm2.ann1.Glyma.03G201500	1
LEA2-17	late embryogenesis abundant 2 gene 17	glyma.Wm82.gnm2.ann1.Glyma.03G201600	1
MED3-1	Mediator Complex 3 gene 1	glyma.Wm82.gnm2.ann1.Glyma.03G201900	1
NF-YA03	nuclear transcription factor Y subunit A-3	glyma.Wm82.gnm2.ann1.Glyma.03G203000	1
PPR26	Psudo-Response Regulator gene 26	glyma.Wm82.gnm2.ann1.Glyma.03G205100	1
TIR1D	protein TRANSPORT INHIBITOR RESPONSE 1D	glyma.Wm82.gnm2.ann1.Glyma.03G209400	1
SWEET2	sugar efflux transporter SWEET2	glyma.Wm82.gnm2.ann1.Glyma.03G209600	1
COL15	zinc finger protein CONSTANS-LIKE 13-like	glyma.Wm82.gnm2.ann1.Glyma.03G209800	1
bZIP26	Basic leucine zipper transcription factor-like protein gene 26	glyma.Wm82.gnm2.ann1.Glyma.03G219300	1
MYB12A	R2R3-type MYB transcription factor MYB12a	glyma.Wm82.gnm2.ann1.Glyma.03G221700	1
IAA13	Indole-3-Acetic Acid Responsive Gene 13	glyma.Wm82.gnm2.ann1.Glyma.03G224800	1
CYP12	peptidyl-prolyl cis-trans isomerase CYP12	glyma.Wm82.gnm2.ann1.Glyma.03G225600	1
PPR27	Psudo-Response Regulator gene 27	glyma.Wm82.gnm2.ann1.Glyma.03G227900	1
G6PDH1	Glucose-6-phosphate dehydrogenase gene 1	glyma.Wm82.gnm2.ann1.Glyma.03G229400	1
DNAJ	chaperone protein DnaJ-like	glyma.Wm82.gnm2.ann1.Glyma.03G232700	1
TOPP3	TOPP-type protein phosphatase gene 3	glyma.Wm82.gnm2.ann1.Glyma.03G234700	1
PPR28	Psudo-Response Regulator gene 28	glyma.Wm82.gnm2.ann1.Glyma.03G238000	1
NF-YC02	nuclear factor Y transcription factor family protein	glyma.Wm82.gnm2.ann1.Glyma.03G239400	1
BG7S-1	basic 7S globulin	glyma.Wm82.gnm2.ann1.Glyma.03G239700	1
C2-30	C2 domain containing protein gene 30	glyma.Wm82.gnm2.ann1.Glyma.03G242100	1
C2-31	C2 domain containing protein gene 31	glyma.Wm82.gnm2.ann1.Glyma.03G242200	1
OAS-TL1	cysteine synthase	glyma.Wm82.gnm2.ann1.Glyma.03G244800	1
IQD8	protein IQ-DOMAIN 8	glyma.Wm82.gnm2.ann1.Glyma.03G246200	1
MED14-1	Mediator Complex 14 gene 1	glyma.Wm82.gnm2.ann1.Glyma.03G247300	1
IAA14	Indole-3-Acetic Acid Responsive Gene 14	glyma.Wm82.gnm2.ann1.Glyma.03G247400	1
CrRLk1L03	CrRLK1-Like Kinase 1 gene 3	glyma.Wm82.gnm2.ann1.Glyma.03G247800	1
AKR1	probable aldo-keto reductase 1	glyma.Wm82.gnm2.ann1.Glyma.03G248400	1
C2-32	C2 domain containing protein gene 32	glyma.Wm82.gnm2.ann1.Glyma.03G249700	1
PHR10	MYB-CC domain-containing transcription factor PHR10	glyma.Wm82.gnm2.ann1.Glyma.03G250000	1
PPCK1	phosphoenolpyruvate carboxylase kinase	glyma.Wm82.gnm2.ann1.Glyma.03G251400	1
TOPP4	TOPP-type protein phosphatase gene 4	glyma.Wm82.gnm2.ann1.Glyma.03G251500	1
CYP7	peptidyl-prolyl cis-trans isomerase CYP7	glyma.Wm82.gnm2.ann1.Glyma.03G251600	1
C2-33	C2 domain containing protein gene 33	glyma.Wm82.gnm2.ann1.Glyma.03G254400	1
ERF26	Ethylene-responsive factor gene 26	glyma.Wm82.gnm2.ann1.Glyma.03G255500	1
TUBG1	tubulin gamma-1 chain	glyma.Wm82.gnm2.ann1.Glyma.03G255800	1
UGT1	glucosyltransferase	glyma.Wm82.gnm2.ann1.Glyma.03G256500	1
WRKY28	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.03G256700	1
LEA2-18	late embryogenesis abundant 2 gene 18	glyma.Wm82.gnm2.ann1.Glyma.03G261400	1
LCL-2	Late Elongated Hypocotyl/ CCA gene 2	glyma.Wm82.gnm2.ann1.Glyma.03G261800	1
LHY2b	LATE ELONGATED HYPOCOTYL 2 gene b	glyma.Wm82.gnm2.ann1.Glyma.03G261800	0
MYB114	MYB transcription factor MYB114	glyma.Wm82.gnm2.ann1.Glyma.03G261800	0
ERF27	Ethylene-responsive factor gene 27	glyma.Wm82.gnm2.ann1.Glyma.03G263700	1
ERF3	EREBP/AP2 transcription factor	glyma.Wm82.gnm2.ann1.Glyma.03G263700	0
LEA2-19	late embryogenesis abundant 2 gene 19	glyma.Wm82.gnm2.ann1.Glyma.03G263800	1
HAK	potassium transporter 5-like	glyma.Wm82.gnm2.ann1.Glyma.03G264100	1
PPR29	Psudo-Response Regulator gene 29	glyma.Wm82.gnm2.ann1.Glyma.03G264700	1
HDA2	histone deacetylase	glyma.Wm82.gnm2.ann1.Glyma.04G000200	1
NINA	protein NODULE INCEPTION 1a	glyma.Wm82.gnm2.ann1.Glyma.04G000600	1
MED19-1	Mediator Complex 19 gene 1	glyma.Wm82.gnm2.ann1.Glyma.04G001800	1
PIP2-1	aquaporin PIP2-1	glyma.Wm82.gnm2.ann1.Glyma.04G003200	1
MYB047	transcription factor MYB047	glyma.Wm82.gnm2.ann1.Glyma.04G004100	1
CYP39	peptidyl-prolyl cis-trans isomerase CYP39	glyma.Wm82.gnm2.ann1.Glyma.04G004300	1
LAX5	auxin transporter-like protein 5	glyma.Wm82.gnm2.ann1.Glyma.04G004800	1
CYP4	peptidyl-prolyl cis-trans isomerase CYP4	glyma.Wm82.gnm2.ann1.Glyma.04G005300	1
COBL3	Regulates cell wall expansion and cellulose depostion	glyma.Wm82.gnm2.ann1.Glyma.04G006100	1
PUR1	glutamine phosphoribosylpyrophosphate amidotransferase	glyma.Wm82.gnm2.ann1.Glyma.04G007300	1
PM12	dehydrin	glyma.Wm82.gnm2.ann1.Glyma.04G009900	1
PPR30	Psudo-Response Regulator gene 30	glyma.Wm82.gnm2.ann1.Glyma.04G010200	1
bZIP29	Basic leucine zipper transcription factor-like protein gene 29	glyma.Wm82.gnm2.ann1.Glyma.04G010300	1
IFR2	isoflavone reductase homolog 2	glyma.Wm82.gnm2.ann1.Glyma.04G012300	1
NAC157	NAC domain-containing protein 157	glyma.Wm82.gnm2.ann1.Glyma.04G014900	1
CAT4	catalase	glyma.Wm82.gnm2.ann1.Glyma.04G017500	1
Amy1	Alpha-amylase 1 gene 1	glyma.Wm82.gnm2.ann1.Glyma.04G017700	1
Lac10	Laccase 10	glyma.Wm82.gnm2.ann1.Glyma.04G019500	1
Raf52	Raf52 proto-oncogene serine/threonine protein kinase	glyma.Wm82.gnm2.ann1.Glyma.04G020100	1
C2-34	C2 domain containing protein gene 34	glyma.Wm82.gnm2.ann1.Glyma.04G020400	1
SMT2-1	sterol 24-C methyltransferase 2-1	glyma.Wm82.gnm2.ann1.Glyma.04G020600	1
14-1-1	syringolide-induced protein 14-1-1	glyma.Wm82.gnm2.ann1.Glyma.04G020700	1
bZIP30	Basic leucine zipper transcription factor-like protein gene 30	glyma.Wm82.gnm2.ann1.Glyma.04G022100	1
FDc1	Flowering Locus D	glyma.Wm82.gnm2.ann1.Glyma.04G022100	0
FDL04	Flowering Locus D-like gene 4	glyma.Wm82.gnm2.ann1.Glyma.04G022100	0
GASA4	gibberellin-regulated protein 4	glyma.Wm82.gnm2.ann1.Glyma.04G024400	1
IQD9	protein IQ-DOMAIN 9	glyma.Wm82.gnm2.ann1.Glyma.04G026000	1
bZIP31	Basic leucine zipper transcription factor-like protein gene 31	glyma.Wm82.gnm2.ann1.Glyma.04G026200	1
bZIP32	Basic leucine zipper transcription factor-like protein gene 32	glyma.Wm82.gnm2.ann1.Glyma.04G029600	1
BES1-4	protein BRASSINAZOLE-RESISTANT 1-like	glyma.Wm82.gnm2.ann1.Glyma.04G033800	1
ABF2	ABF2 bZIP transcription factor	glyma.Wm82.gnm2.ann1.Glyma.04G039300	1
bZIP33	Basic leucine zipper transcription factor-like protein gene 33	glyma.Wm82.gnm2.ann1.Glyma.04G039300	0
MYB68	MYB transcription factor MYB68	glyma.Wm82.gnm2.ann1.Glyma.04G042300	1
CYCA3;1	mitotic cyclin a1-type	glyma.Wm82.gnm2.ann1.Glyma.04G043400	1
NRAMP3A	metal transporter Nramp3a	glyma.Wm82.gnm2.ann1.Glyma.04G044000	1
LBD16	LBD domain-containing transcription factor	glyma.Wm82.gnm2.ann1.Glyma.04G044800	1
ELF3A	protein EARLY FLOWERING 3a	glyma.Wm82.gnm2.ann1.Glyma.04G050200	1
LEA2-20	late embryogenesis abundant 2 gene 20	glyma.Wm82.gnm2.ann1.Glyma.04G051600	1
HSF-08	heat stress transcription factor 8	glyma.Wm82.gnm2.ann1.Glyma.04G052000	1
IQD10	protein IQ-DOMAIN 10	glyma.Wm82.gnm2.ann1.Glyma.04G052200	1
WRKY29	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.04G054200	1
GPA1	G protein alpha subunit	glyma.Wm82.gnm2.ann1.Glyma.04G056600	1
PPR31	Psudo-Response Regulator gene 31	glyma.Wm82.gnm2.ann1.Glyma.04G057300	1
DCL3A	endoribonuclease dicer-like 3a	glyma.Wm82.gnm2.ann1.Glyma.04G057400	1
ERF28	Ethylene-responsive factor gene 28	glyma.Wm82.gnm2.ann1.Glyma.04G062900	1
IAA15	Indole-3-Acetic Acid Responsive Gene 15	glyma.Wm82.gnm2.ann1.Glyma.04G066300	1
ERF29	Ethylene-responsive factor gene 29	glyma.Wm82.gnm2.ann1.Glyma.04G067200	1
SPX2	SPX domain-containing protein 2	glyma.Wm82.gnm2.ann1.Glyma.04G067400	1
CYP46	peptidyl-prolyl cis-trans isomerase CYP46	glyma.Wm82.gnm2.ann1.Glyma.04G068700	1
GA3OX1	gibberellin 3-beta-dioxygenase 1	glyma.Wm82.gnm2.ann1.Glyma.04G071000	1
CYCA2;1	mitotic cyclin a2-type	glyma.Wm82.gnm2.ann1.Glyma.04G071600	1
WRKY32	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.04G076200	1
bZIP34	Basic leucine zipper transcription factor-like protein gene 34	glyma.Wm82.gnm2.ann1.Glyma.04G078300	1
NAC015	NAC Transcription Factor gene 15	glyma.Wm82.gnm2.ann1.Glyma.04G078600	1
PPR32	Psudo-Response Regulator gene 32	glyma.Wm82.gnm2.ann1.Glyma.04G078800	1
GLB3	Nonsymbiotic hemoglobin gene 3	glyma.Wm82.gnm2.ann1.Glyma.04G079200	1
GLYI-3	Glyoxylase 1 gene 3	glyma.Wm82.gnm2.ann1.Glyma.04G083100	1
TIP4-1	aquaporin TIP4-1	glyma.Wm82.gnm2.ann1.Glyma.04G083200	1
AP2-2	AP2 domain-containing transcription factor 2	glyma.Wm82.gnm2.ann1.Glyma.04G084000	1
IAA16	Indole-3-Acetic Acid Responsive Gene 16	glyma.Wm82.gnm2.ann1.Glyma.04G089900	1
PGM	phosphoglycerate mutase-like protein	glyma.Wm82.gnm2.ann1.Glyma.04G090300	1
GF14B	14-3-3 protein SGF14b	glyma.Wm82.gnm2.ann1.Glyma.04G092600	1
GF14e	GF14 gene family gene e	glyma.Wm82.gnm2.ann1.Glyma.04G099900	1
SGF14h	14-3-3 protein SGF14h	glyma.Wm82.gnm2.ann1.Glyma.04G099900	0
CRY1a	Cryptochrome 1a	glyma.Wm82.gnm2.ann1.Glyma.04G101500	1
LEA2-21	late embryogenesis abundant 2 gene 21	glyma.Wm82.gnm2.ann1.Glyma.04G103700	1
DREB3	dehydration responsive element-binding protein 3	glyma.Wm82.gnm2.ann1.Glyma.04G103900	1
LBD17	LBD domain-containing transcription factor	glyma.Wm82.gnm2.ann1.Glyma.04G106400	1
GSTU13	glutathione S-transferase GST 13	glyma.Wm82.gnm2.ann1.Glyma.04G107500	1
BRL1A	brassinosteroid receptor-like protein	glyma.Wm82.gnm2.ann1.Glyma.04G115700	1
NAC016	NAC Transcription Factor gene 16	glyma.Wm82.gnm2.ann1.Glyma.04G119500	1
Lac11	Laccase 11	glyma.Wm82.gnm2.ann1.Glyma.04G119600	1
MED2-1	Mediator Complex 2 gene 1	glyma.Wm82.gnm2.ann1.Glyma.04G123300	1
AOX1	ubiquinol oxidase 1, mitochondrial	glyma.Wm82.gnm2.ann1.Glyma.04G123800	1
bZIP35	Basic leucine zipper transcription factor-like protein gene 35	glyma.Wm82.gnm2.ann1.Glyma.04G124200	1
CRK8	cysteine-rich receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.04G127100	1
PPR33	Psudo-Response Regulator gene 33	glyma.Wm82.gnm2.ann1.Glyma.04G127500	1
C2-35	C2 domain containing protein gene 35	glyma.Wm82.gnm2.ann1.Glyma.04G141600	1
DGK6	diacylglycerol kinase 6	glyma.Wm82.gnm2.ann1.Glyma.04G143000	1
E1LB	B3 domain-containing protein E1Lb	glyma.Wm82.gnm2.ann1.Glyma.04G143300	1
ERF30	Ethylene-responsive factor gene 30	glyma.Wm82.gnm2.ann1.Glyma.04G147500	1
SPX3	SPX domain-containing protein 3	glyma.Wm82.gnm2.ann1.Glyma.04G147600	1
HO1	heme oxygenase 1, chloroplastic	glyma.Wm82.gnm2.ann1.Glyma.04G147700	1
ERF31	Ethylene-responsive factor gene 31	glyma.Wm82.gnm2.ann1.Glyma.04G151100	1
TCP46	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 46	glyma.Wm82.gnm2.ann1.Glyma.04G152400	1
IQD11	protein IQ-DOMAIN 11	glyma.Wm82.gnm2.ann1.Glyma.04G154200	1
E1	E1 gene 1	glyma.Wm82.gnm2.ann1.Glyma.04G156400	1
E1LA	B3 domain-containing protein E1La	glyma.Wm82.gnm2.ann1.Glyma.04G156400	0
PPR34	Psudo-Response Regulator gene 34	glyma.Wm82.gnm2.ann1.Glyma.04G158200	1
FULb	Fruitfull gene b	glyma.Wm82.gnm2.ann1.Glyma.04G159300	1
COBL4	Regulates cell wall expansion and cellulose depostion	glyma.Wm82.gnm2.ann1.Glyma.04G160000	1
COBL5	Regulates cell wall expansion and cellulose depostion	glyma.Wm82.gnm2.ann1.Glyma.04G160100	1
TCP27	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 27	glyma.Wm82.gnm2.ann1.Glyma.04G161400	1
NLP	NAC domain-containing protein	glyma.Wm82.gnm2.ann1.Glyma.04G167200	1
GASA5	gibberellin-regulated protein 5	glyma.Wm82.gnm2.ann1.Glyma.04G169600	1
MYBJ2	myb-related protein 306-like	glyma.Wm82.gnm2.ann1.Glyma.04G170100	1
TCP4	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 4	glyma.Wm82.gnm2.ann1.Glyma.04G170600	1
IQD12	protein IQ-DOMAIN 12	glyma.Wm82.gnm2.ann1.Glyma.04G173100	1
MYB143	MYB transcription factor MYB143	glyma.Wm82.gnm2.ann1.Glyma.04G177300	1
GASA6	gibberellin-regulated protein 6	glyma.Wm82.gnm2.ann1.Glyma.04G179500	1
ROP10	Rho-related protein ROP10	glyma.Wm82.gnm2.ann1.Glyma.04G180200	1
GF14f	GF14 gene family gene f	glyma.Wm82.gnm2.ann1.Glyma.04G183400	1
PPR35	Psudo-Response Regulator gene 35	glyma.Wm82.gnm2.ann1.Glyma.04G183600	1
LBD18	LBD domain-containing transcription factor	glyma.Wm82.gnm2.ann1.Glyma.04G186900	1
HDA3	histone deacetylase	glyma.Wm82.gnm2.ann1.Glyma.04G187000	1
HDA4	histone deacetylase	glyma.Wm82.gnm2.ann1.Glyma.04G187100	1
C2-36	C2 domain containing protein gene 36	glyma.Wm82.gnm2.ann1.Glyma.04G187900	1
WNK3	with no lysine kinase	glyma.Wm82.gnm2.ann1.Glyma.04G188800	1
SEOC	sieve element occlusion c	glyma.Wm82.gnm2.ann1.Glyma.04G190300	1
CYSP1	cysteine proteinase	glyma.Wm82.gnm2.ann1.Glyma.04G190700	1
GAPDH	glyceraldehyde 3-phosphate dehydrogenase	glyma.Wm82.gnm2.ann1.Glyma.04G193500	1
AHAS1	acetohydroxyacid synthase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.04G196100	1
ALS-1	Acetolactate synthase  gene 1	glyma.Wm82.gnm2.ann1.Glyma.04G196100	0
ALS1	Acetolactate synthase gene 1	glyma.Wm82.gnm2.ann1.Glyma.04G196100	0
NF-YC03	nuclear factor Y transcription factor family protein	glyma.Wm82.gnm2.ann1.Glyma.04G196200	1
NF-YC4-2	NF-Y subunit C 4 gene 2	glyma.Wm82.gnm2.ann1.Glyma.04G196200	0
MED30-1	Mediator Complex 30 gene 1	glyma.Wm82.gnm2.ann1.Glyma.04G196600	1
SWEET4	sugar efflux transporter SWEET4	glyma.Wm82.gnm2.ann1.Glyma.04G198400	1
SWEET5	sugar efflux transporter SWEET5	glyma.Wm82.gnm2.ann1.Glyma.04G198500	1
ICE1	inducer of CBF expression 1	glyma.Wm82.gnm2.ann1.Glyma.04G200500	1
MED36-1	Mediator Complex 36 gene 1	glyma.Wm82.gnm2.ann1.Glyma.04G200700	1
C2-37	C2 domain containing protein gene 37	glyma.Wm82.gnm2.ann1.Glyma.04G201500	1
ERF32	Ethylene-responsive factor gene 32	glyma.Wm82.gnm2.ann1.Glyma.04G201700	1
ERF33	Ethylene-responsive factor gene 33	glyma.Wm82.gnm2.ann1.Glyma.04G201900	1
SGS3	sRNA biogenesis gene 3	glyma.Wm82.gnm2.ann1.Glyma.04G203600	1
SPK-4	protein kinase	glyma.Wm82.gnm2.ann1.Glyma.04G205400	1
Cdk8-1	Cyclin-dependent kinase 8 gene 1	glyma.Wm82.gnm2.ann1.Glyma.04G207900	1
SRT1	NAD-dependent protein deacylase SRT2-like	glyma.Wm82.gnm2.ann1.Glyma.04G210000	1
POLD1	DNA polymerase delta	glyma.Wm82.gnm2.ann1.Glyma.04G210700	1
NAC019	NAC Transcription Factor gene 19	glyma.Wm82.gnm2.ann1.Glyma.04G212000	1
NAC020	NAC Transcription Factor gene 20	glyma.Wm82.gnm2.ann1.Glyma.04G213300	1
GT-2A	trihelix transcription factor	glyma.Wm82.gnm2.ann1.Glyma.04G216100	1
MED26-1	Mediator Complex 26 gene 1	glyma.Wm82.gnm2.ann1.Glyma.04G216700	1
ERF34	Ethylene-responsive factor gene 34	glyma.Wm82.gnm2.ann1.Glyma.04G217400	1
BRI1B	brassinosteroid receptor	glyma.Wm82.gnm2.ann1.Glyma.04G218300	1
WRKY21	WRKY transcription factor 21	glyma.Wm82.gnm2.ann1.Glyma.04G218700	1
LBD19	LBD domain-containing transcription factor	glyma.Wm82.gnm2.ann1.Glyma.04G220500	1
bZIP4	bZIP transcription factor	glyma.Wm82.gnm2.ann1.Glyma.04G222200	1
CHI4B	chalcone isomerase 4B	glyma.Wm82.gnm2.ann1.Glyma.04G222400	1
C2-38	C2 domain containing protein gene 38	glyma.Wm82.gnm2.ann1.Glyma.04G224600	1
NAC021	NAC transcription factor	glyma.Wm82.gnm2.ann1.Glyma.04G226700	1
LEA2-22	late embryogenesis abundant 2 gene 22	glyma.Wm82.gnm2.ann1.Glyma.04G228200	1
PRR5b	Pseudo Response Regultor 5 gene b	glyma.Wm82.gnm2.ann1.Glyma.04G228300	1
GRF4	growth-regulating factor	glyma.Wm82.gnm2.ann1.Glyma.04G230600	1
CB5-A2	cytochrome b5	glyma.Wm82.gnm2.ann1.Glyma.04G231800	1
IQD13	protein IQ-DOMAIN 13	glyma.Wm82.gnm2.ann1.Glyma.04G235400	1
SWEET7	sugar efflux transporter SWEET7	glyma.Wm82.gnm2.ann1.Glyma.04G238100	1
WRKY39	WRKY Transcripiton Factor	glyma.Wm82.gnm2.ann1.Glyma.04G238300	1
SPCH1	transcription factor SPEECHLESS	glyma.Wm82.gnm2.ann1.Glyma.04G238400	1
ERF35	Ethylene-responsive factor gene 35	glyma.Wm82.gnm2.ann1.Glyma.04G238700	1
Adh2	Alcohol dehydrogenase 2 gene	glyma.Wm82.gnm2.ann1.Glyma.04G240800	1
SWEET8	sugar efflux transporter SWEET8	glyma.Wm82.gnm2.ann1.Glyma.04G241400	1
USP1	UDP-sugar pyrophosphorylase	glyma.Wm82.gnm2.ann1.Glyma.04G245100	1
PIb	Pistillata gene b	glyma.Wm82.gnm2.ann1.Glyma.04G245500	1
CYCA1;1	mitotic cyclin a2-type	glyma.Wm82.gnm2.ann1.Glyma.04G246600	1
ALAD	delta-aminolevulinic acid dehydratase, chloroplastic	glyma.Wm82.gnm2.ann1.Glyma.04G247700	1
HEMB	aminolevulinate, delta-, dehydratase	glyma.Wm82.gnm2.ann1.Glyma.04G247700	0
stAPX-b	Ascorbate peroxidase gene b	glyma.Wm82.gnm2.ann1.Glyma.04G248300	1
ALDH3H1	aldehyde dehydrogenase family 3 member H1	glyma.Wm82.gnm2.ann1.Glyma.04G248500	1
NAC022	NAC domain-containing protein	glyma.Wm82.gnm2.ann1.Glyma.04G249000	1
AP2-6	AP2 domain-containing transcription factor 6	glyma.Wm82.gnm2.ann1.Glyma.04G251400	1
NSP2	nodulation-signaling pathway 2 protein	glyma.Wm82.gnm2.ann1.Glyma.04G251900	1
LAX6	auxin transporter-like protein 6	glyma.Wm82.gnm2.ann1.Glyma.04G252300	1
BZIP19	bZIP transcription factor	glyma.Wm82.gnm2.ann1.Glyma.04G254800	1
bZIP38	Basic leucine zipper transcription factor-like protein gene 38	glyma.Wm82.gnm2.ann1.Glyma.04G254800	0
SOY69	actin	glyma.Wm82.gnm2.ann1.Glyma.05G000900	1
MED5-2	Mediator Complex 5 gene 2	glyma.Wm82.gnm2.ann1.Glyma.05G001600	1
Raf41-1	Raf41 proto-oncogene serine/threonine protein kinase gene 1	glyma.Wm82.gnm2.ann1.Glyma.05G002600	1
NAC025	NAC Transcription Factor gene 25	glyma.Wm82.gnm2.ann1.Glyma.05G002700	1
RS3	Raffinose Synthase 3	glyma.Wm82.gnm2.ann1.Glyma.05G003900	1
LBD20	LBD domain-containing transcription factor	glyma.Wm82.gnm2.ann1.Glyma.05G004400	1
CRK9	cysteine-rich receptor-like protein kinase	glyma.Wm82.gnm2.ann1.Glyma.05G005100	1
MYB99	transcription factor MYB99	glyma.Wm82.gnm2.ann1.Glyma.05G006100	1
PPR36	Psudo-Response Regulator gene 36	glyma.Wm82.gnm2.ann1.Glyma.05G008800	1
MED17-1	Mediator Complex 17 gene 1	glyma.Wm82.gnm2.ann1.Glyma.05G009700	1
AKT1	Potassium channel AKT1-like gene 1	glyma.Wm82.gnm2.ann1.Glyma.05G010600	1
FAT1	acyl-ACP thioesterase	glyma.Wm82.gnm2.ann1.Glyma.05G012300	1
HDA5	histone deacetylase	glyma.Wm82.gnm2.ann1.Glyma.05G012900	1
TCP47	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 47	glyma.Wm82.gnm2.ann1.Glyma.05G013300	1
CYP47	peptidyl-prolyl cis-trans isomerase CYP47	glyma.Wm82.gnm2.ann1.Glyma.05G014300	1
bZIP39	Basic leucine zipper transcription factor-like protein gene 39	glyma.Wm82.gnm2.ann1.Glyma.05G017400	1
FULC	MADS-box protein FULc	glyma.Wm82.gnm2.ann1.Glyma.05G018800	1
COBL6	Regulates cell wall expansion and cellulose depostion	glyma.Wm82.gnm2.ann1.Glyma.05G019100	1
